0,1d2a,20180111,1840
189,5726,東証1部,(株)大阪チタニウムテクノロジーズ,01/11,2333,3.05 %,69,354200,掲示板
190,1384,東証1部,(株)ホクリヨウ,01/11,1325,3.03 %,39,68900,掲示板
191,9909,東証JQS,愛光電気(株),01/11,1530,3.03 %,45,100,掲示板
192,2158,マザーズ,(株)ＦＲＯＮＴＥＯ,01/11,750,3.02 %,22,867800,掲示板
193,5715,東証1部,古河機械金属(株),01/11,2627,3.02 %,77,396600,掲示板
194,2485,東証1部,(株)ティア,01/11,1167,3.00 %,34,44100,掲示板
195,7774,東証JQG,(株)ジャパン・ティッシュ・エンジニアリング,01/11,1337,3.00 %,39,131300,掲示板
196,8934,東証1部,サンフロンティア不動産(株),01/11,1407,3.00 %,41,1368300,掲示板
197,6145,東証JQS,日特エンジニアリング(株),01/11,5160,2.99 %,150,262600,掲示板
198,7313,東証1部,テイ・エス　テック(株),01/11,4990,2.99 %,145,207500,掲示板
199,7743,東証1部,(株)シード,01/11,5180,2.98 %,150,65500,掲示板
200,4100,東証1部,戸田工業(株),01/11,4860,2.97 %,140,112300,掲示板
