0,1w2a,20180112,2036
180,4595,東証JQS,(株)ミズホメディー,4370,9.52 %,380,123500,掲示板
181,3953,東証JQS,大村紙業(株),783,9.51 %,68,5100,掲示板
182,6240,東証1部,ヤマシンフィルタ(株),1520,9.51 %,132,14923100,掲示板
183,2916,東証JQS,仙波糖化工業(株),646,9.49 %,56,77000,掲示板
184,3264,東証JQS,(株)アスコット,349,9.40 %,30,5375200,掲示板
185,4585,マザーズ,(株)ＵＭＮファーマ,598,9.32 %,51,1766400,掲示板
186,3546,東証1部,ダイユー・リックホールディングス(株),1410,9.30 %,120,345800,掲示板
187,3645,マザーズ,(株)メディカルネット,670,9.30 %,57,461900,掲示板
188,5941,東証2部,(株)中西製作所,1871,9.22 %,158,112000,掲示板
189,6190,マザーズ,(株)フェニックスバイオ,1256,9.22 %,106,66300,掲示板
190,2321,東証JQG,(株)ソフトフロントホールディングス,167,9.15 %,14,1261500,掲示板
191,3300,マザーズ,(株)ＡＭＢＩＴＩＯＮ,1896,9.09 %,158,369500,掲示板
192,6192,マザーズ,ハイアス・アンド・カンパニー(株),1368,9.09 %,114,596200,掲示板
193,8147,東証JQS,(株)トミタ,1225,9.08 %,102,17300,掲示板
194,4565,マザーズ,そーせいグループ(株),11700,9.04 %,970,2804200,掲示板
195,3976,マザーズ,(株)シャノン,2366,8.98 %,195,59500,掲示板
196,6537,マザーズ,ＷＡＳＨハウス(株),2864,8.98 %,236,277400,掲示板
197,8891,東証2部,(株)エムジーホーム,1378,8.93 %,113,121200,掲示板
198,4117,東証2部,川崎化成工業(株),281,8.91 %,23,1191000,掲示板
199,3562,東証JQS,(株)Ｎｏ．１,2612,8.88 %,213,105400,掲示板
200,3754,東証JQS,エキサイト(株),841,8.80 %,68,444900,掲示板
201,7187,マザーズ,ジェイリース(株),990,8.79 %,80,468800,掲示板
202,9816,東証JQS,(株)ストライダーズ,509,8.76 %,41,390800,掲示板
203,7605,東証1部,(株)フジ・コーポレーション,2570,8.71 %,206,212000,掲示板
204,3565,マザーズ,アセンテック(株),3565,8.69 %,285,204800,掲示板
205,3359,マザーズ,(株)タイセイ,1368,8.66 %,109,198400,掲示板
206,9913,東証JQS,日邦産業(株),529,8.62 %,42,741400,掲示板
207,4712,東証JQS,(株)ＫｅｙＨｏｌｄｅｒ,139,8.59 %,11,2720900,掲示板
208,6566,東証2部,(株)要興業,1129,8.56 %,89,1946000,掲示板
209,7990,東証1部,グローブライド(株),2424,8.55 %,191,156200,掲示板
210,7774,東証JQG,(株)ジャパン・ティッシュ・エンジニアリング,1359,8.55 %,107,482100,掲示板
211,3901,東証JQS,マークラインズ(株),1639,8.54 %,129,500200,掲示板
212,4320,東証1部,(株)ＣＥホールディングス,916,8.53 %,72,256000,掲示板
213,6362,東証1部,(株)石井鐵工所,1960,8.53 %,154,101200,掲示板
214,2160,マザーズ,(株)ジーエヌアイグループ,691,8.48 %,54,33514000,掲示板
215,6196,東証1部,(株)ストライク,5770,8.46 %,450,311700,掲示板
216,6268,東証1部,ナブテスコ(株),5040,8.39 %,390,3299000,掲示板
217,9318,東証2部,アジア開発キャピタル(株),13,8.33 %,1,32893200,掲示板
218,8198,東証2部,マックスバリュ東海(株),2785,8.32 %,214,69600,掲示板
219,7435,東証JQS,(株)ナ・デックス,1697,8.30 %,130,151800,掲示板
220,6395,東証1部,(株)タダノ,2115,8.24 %,161,6138800,掲示板
221,5856,東証2部,(株)東理ホールディングス,92,8.24 %,7,2246000,掲示板
222,5704,マザーズ,(株)ＪＭＣ,1122,8.20 %,85,141800,掲示板
223,3454,東証1部,ファーストブラザーズ(株),1294,8.19 %,98,663500,掲示板
224,4582,東証JQG,シンバイオ製薬(株),238,8.18 %,18,5750500,掲示板
225,6112,東証2部,(株)小島鐵工所,159,8.16 %,12,689000,掲示板
226,2907,東証2部,(株)あじかん,1328,8.14 %,100,39000,掲示板
227,3578,東証2部,倉庫精練(株),213,8.12 %,16,486000,掲示板
228,1773,東証1部外国,ＹＴＬ,40,8.11 %,3,141000,掲示板
229,6467,東証JQS,(株)ニチダイ,709,8.08 %,53,173000,掲示板
230,7957,東証2部,フジコピアン(株),2091,8.06 %,156,17000,掲示板
231,6474,東証1部,(株)不二越,835,8.02 %,62,13356000,掲示板
232,9619,東証1部,(株)イチネンホールディングス,1780,8.01 %,132,179200,掲示板
233,7886,東証JQS,ヤマト・インダストリー(株),216,8.00 %,16,1357000,掲示板
234,2397,東証2部,(株)ＤＮＡチップ研究所,1459,7.99 %,108,590400,掲示板
